Name,EcoScore,Countries,Category_1,Category_2,Category_3,Category_4,Category_5,Category_6,Category_7,Category_8,Category_9,Category_10,Category_11,Category_12,Category_13,Category_14,Category_15,Category_16,Category_17
Nero d’Avola,,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins italiens,it:Sicilia,,,,,,,,,,,,
Chapelle Saint-Martin 2011,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Bordeaux,Saint-émilion,Puisseguin-saint-émilion,,,,,,,,,
Marquis de Saint-Estèphe 2016,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Bordeaux,Vins du Médoc,Saint-Estèphe,,,,,,,,,
Ventoux,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Ventoux,,,,,,,,,,,,
Muscat de Rivesaltes,63,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux,Vins mutés de type vin doux naturel,Muscats,Muscat de Rivesaltes,,,,,,,,,
Cinsault pays d oc,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Pays d'Oc,,,,,,,,,,,,
JURANÇON As de coeur,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Château Louvignes,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
castico,,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins vinés,,,,,,,,,,,,
Vinho regional Lisboa 2016,41,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins portugais,Vins rouges,,,,,,,,,,,,
Croix d'or,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Champagne brut tradition ,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,Champagnes bruts,,,,,,,,,
Champagne,28,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,Vins pétillant,,,,,,,,,,,
Cuvée spéciale brut,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,Champagnes bruts,,,,,,,,,
,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Vin blanc,28,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,,,,,,,,,,,,,
Champagne brut,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,Champagnes bruts,,,,,,,,,
Chateau saint julian,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Champagne brut,60,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,Champagnes bruts,Champagnes bio,,,,,,,,
CH St Nabor Gris De Gris 2015,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Champagne Brut Lanson,45,"['en:france', 'en:united-kingdom']",Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,,,,,,,,,,
Charles de courance champagne brut rosé,23,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,,,,,,,,,,,,
Calvados Pays d'Auge,52,['en:france'],Boissons,Boissons alcoolisées,Boissons distillés,Vins,Alcools forts,Eaux-de-vie,Vins français,Eaux-de-vie françaises,Calvados,Calvados Pays d'Auge,,,,,,,
Clairette de Die AOP brut,28,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,,,,,,,,,,,,
Champagne Louis Huot,28,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,Champagnes bruts,,,,,,,,,,,
Muscat de Rivesaltes,48,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux,Vins mutés de type vin doux naturel,Muscats,Muscat de Rivesaltes,,,,,,,,,
"Cotes du Rhone AOC rouge ""Le Bois des Grives""",44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Côtes du Rhône,,,,,,,,,,,
La croix simon,59,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Crémant de Bourgogne,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins effervescents,Crémant de Bourgogne,,,,,,,,,,
Ile de beauté I.G.P. - Bag-in-Box®,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Vin d'Espagne,30,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Vouvray Brut,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vouvray,Vouvray Brut,,,,,,,,,,,
champagne,28,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,Vins pétillant,,,,,,,,,,,
Bergerac,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bergerac,Verre,,,,,,,,,,,
"château Boujac tradition 2018, Fronton",36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,Fronton,,,,,,,,,,,,
Calvados vsop 40°,52,['en:france'],Boissons,Boissons alcoolisées,Boissons distillés,Vins,Alcools forts,Eaux-de-vie,Vins français,Eaux-de-vie françaises,Calvados,Digestifs,,,,,,,
Castelmaure 2015,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Corbières,,,,,,,,,,,,
Calvados,60,['en:france'],Boissons,Boissons alcoolisées,Boissons distillés,Vins,Alcools forts,Eaux-de-vie,Vins français,Eaux-de-vie françaises,Calvados,,,,,,,,
Château Ruat petit Poujeaux 2010,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Moulis,,,,,,,,,,,
Fleurie &quot;Le Vivier&quot; 2014,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Fleurie,,,,,,,,,,,,
Esprit 2011,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Côtes de Gascogne,,,,,,,,,,,
Chateau des gravieres,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Spiruline,2,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Compléments alimentaires,Spiruline,Côtes de Gascogne,,,,,,,,,
Crémant de Loire,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Crémant de Loire,,,,,,,,,,,,
Hubert Rochebois Fine Calvados,60,['en:france'],Boissons,Boissons alcoolisées,Boissons distillés,Vins,Alcools forts,Eaux-de-vie,Vins français,Eaux-de-vie françaises,Calvados,,,,,,,,
St Chinian En Silence 13°,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Saint-Chinian,,,,,,,,,,,
Combel aux Marrons d'Ardèche,44,['en:france'],Boissons,Boissons alcoolisées,Bières,Vins,Vins français,Produits artisanaux,Alcools artisanaux,Bières artisanales,Ardèche,,,,,,,,
"Gros Plant du Pays Nantais AOC (10,5 %)",44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Vins blancs secs,Gros plant du Pays nantais,Val de Loire,,,,,,,,,
Autrement,58,"['en:france', 'en:switzerland']",Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,IGP PAYS D'OC,,,,,,,,,,,
Bordeaux supérieur Château Moulin du Barrail,35,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Muscat De Rivesaltes,35,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux,Vins mutés de type vin doux naturel,Muscats,Muscat de Rivesaltes,,,,,,,,,
Les Pious,59,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Côtes du Rhône,,,,,,,,,,,
Sable de Camargue bio I.G.P. - Bag-in-Box®,49,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Sable de Camargue,,,,,,,,,,,
Vin rouge AOP Côtes du Rhône villages Croix des Alliances sans sulfites ajoutés bio,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Côtes du Rhône,Côtes du Rhône Villages,,,,,,,,,,
Côtes du Rhône Cuvée 2015,58,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Vin rouge bio,Côtes du Rhône,,,,,,,,,,
Viognier Ardèche,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Ardèche,,,,,,,,,,,
Crémant de Loire,60,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Crémant de Loire,,,,,,,,,,,,
Champagne Brut Lanson,45,"['en:france', 'en:united-kingdom']",Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,,,,,,,,,,
"château Boujac tradition 2018, Fronton",36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,Fronton,,,,,,,,,,,,
"Vin Rouge Vacqueyras 750ml - 14,5% vol.",,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Marquis de Saint-Estèphe 2016,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Bordeaux,Vins du Médoc,Saint-Estèphe,,,,,,,,,
Côte-rôtie,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côte Rôtie,,,,,,,,,,,,
Vin blanc moelleux,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Champagne brut,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,Champagnes bruts,,,,,,,,,
Vin rouge,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Ventoux,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Ventoux,,,,,,,,,,,,
Côtes du Marmandais A.O.C. 2017,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Côtes du Marmandais,,,,,,,,,,,
Muscat de Rivesaltes,63,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux,Vins mutés de type vin doux naturel,Muscats,Muscat de Rivesaltes,,,,,,,,,
Vin rouge,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Vin,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Vin,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Cuvée spéciale brut,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,Champagnes bruts,,,,,,,,,
Vin rouge,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Cinsault pays d oc,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Pays d'Oc,,,,,,,,,,,,
JURANÇON As de coeur,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Vin rouge AOC Languedoc Les Pluviers,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,,,,,,,,,,,,
castico,,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins vinés,,,,,,,,,,,,
Vinho regional Lisboa 2016,41,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins portugais,Vins rouges,,,,,,,,,,,,
Vin,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Vin rose bordeaux naturel les garelles,25,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rosés,,,,,,,,,,,,,
Vin rouge AOC Madiran La Croix Pardillac,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,,,,,,,,,,,,
,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Vin blanc,28,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,,,,,,,,,,,,,
"Champagne AOP, brut",23,"['en:france', 'en:switzerland']",Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,,,,,,,,,,,,
Vin rouge IGP Pays d'Oc Cabernet Sauvignon grande réserve,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Pays d'Oc,Cabernet sauvignon,,,,,,,,,,
Chateau saint julian,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Domaine des Grès Rouge,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Vin d'Alsace Riesling A.O.C. 2017,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,,,,,,,,,,,,
Brouilly AOP rouge le Repos des Graces,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,,,,,,,,,,,,
CH St Nabor Gris De Gris 2015,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Vin rouge Cuvée Jolimet,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Charles de courance champagne brut rosé,23,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,,,,,,,,,,,,
Autrement Languedoc,57,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,AOP LANGUEDOC,,,,,,,,,,,
Corse Figari Cuvee Alexandra 2011 Domaine de Tanella,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Vin rouge AOC Lussac Saint-Emilion La Croix du Parc,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Bordeaux,Saint-émilion,Lussac-saint-émilion,,,,,,,,,
Clairette de Die AOP brut,28,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,,,,,,,,,,,,
Domaine de Sahari,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Vin rouge,22,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Cotes du,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,,,,,,,,,,,,
Domaine des coccinelles,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
coteaux de glane,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Muscat de Rivesaltes,48,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux,Vins mutés de type vin doux naturel,Muscats,Muscat de Rivesaltes,,,,,,,,,
"Cotes du Rhone AOC rouge ""Le Bois des Grives""",44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Côtes du Rhône,,,,,,,,,,,
Jurançon A.O.C. 2016,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Jurançon sec,,,,,,,,,,,
La croix simon,59,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Vin d'Espagne,30,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Vouvray Brut,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vouvray,Vouvray Brut,,,,,,,,,,,
Beaujolais Nouveau,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Beaujolais,Beaujolais nouveau,,,,,,,,,,
CHAMPAGNE,23,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,,,,,,,,,,,,
Vin rouge AOC Saumur Champigny Les hauts buis,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Saumur-Champigny,,,,,,,,,,,
Castelmaure 2015,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Corbières,,,,,,,,,,,,
vin rouge vacqueyras,22,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Vin rouge AOP Corbières les pluviers,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,,,,,,,,,,,,
Château Ruat petit Poujeaux 2010,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Moulis,,,,,,,,,,,
Fleurie &quot;Le Vivier&quot; 2014,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Fleurie,,,,,,,,,,,,
Symbiose,60,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Fitou,,,,,,,,,,,,
Vin rouge « Saint Emilion Grand Cru,22,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Esprit 2011,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Côtes de Gascogne,,,,,,,,,,,
Chateau des gravieres,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Spiruline,2,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Compléments alimentaires,Spiruline,Côtes de Gascogne,,,,,,,,,
St Chinian En Silence 13°,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Saint-Chinian,,,,,,,,,,,
Combel aux Marrons d'Ardèche,44,['en:france'],Boissons,Boissons alcoolisées,Bières,Vins,Vins français,Produits artisanaux,Alcools artisanaux,Bières artisanales,Ardèche,,,,,,,,
"Gros Plant du Pays Nantais AOC (10,5 %)",44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Vins blancs secs,Gros plant du Pays nantais,Val de Loire,,,,,,,,,
Vin blanc chardonnay,23,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,,,,,,,,,,,,,
Languedoc AOP rosé Les Pluviers,39,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,,,,,,,,,,,,
Bordeaux supérieur Château Moulin du Barrail,35,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Vin rouge AOP Côtes de Duras Les Medievales,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,,,,,,,,,,,,
Vin blanc de Savoie,23,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,,,,,,,,,,,,,
vin blanc andré goichot,,['en:france'],Boissons,Boissons alcoolisées,Vins,Produits artisanaux,Alcools artisanaux,,,,,,,,,,,,
Mes lies melon,28,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,Vins blancs secs,Vin blanc sec à 11°,,,,,,,,,,,
Vin rosé AOC Buzet Roc de Breyssac,39,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Buzet,,,,,,,,,,,
Vin rosé IGP Ardèche Syrah,39,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,,,,,,,,,,,,
Vin rouge,22,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Mâcon Village 2010,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins blancs,Vins du Mâconnais,Mâcon Villages,Mâcon blanc,,,,,,,,
château roc de levraut,44,"['en:czech-republic', 'en:france']",Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,it:Vino,,,,,,,,,,,
Vin rosé AOC Côtes de Duras Les Médiévales,39,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,,,,,,,,,,,,
Cinsault et Grenache Pays d'Oc 2011 IGP Bio L'Héritage de Carillan,61,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Pays d'Oc,Vin-rose-bio,,,,,,,,,,
Champagne,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,,,,,,,,,,
Light Live Cabernet Sauvignon,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Bio Cuvee Le Soleiller Rose,62,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Vins biologiques,,,,,,,,,,,
Vin blanc IGP Côtes de Gascogne,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Côtes de Gascogne,,,,,,,,,,,
Vin Côte du Rhône,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,,,,,,,,,,,,
,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Vin blanc Pineau des Charentes Baronne de Fontignac 17°,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins français,Mistelle,Pineau des Charentes,,,,,,,,,,
Merlot pays d'Oc,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Pays d'Oc,,,,,,,,,,,,
Château GRAND BERTAUD,60,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux,Bordeaux supérieur,,,,,,,,,,,
Vin d'Espagne,30,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Vouvray Brut,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vouvray,Vouvray Brut,,,,,,,,,,,
Pommard 2011,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins rouges,Pommard,,,,,,,,,,
Castelmaure 2015,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Corbières,,,,,,,,,,,,
Côte de Provence,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Provence,,,,,,,,,,,,
Château Ruat petit Poujeaux 2010,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Moulis,,,,,,,,,,,
Fleurie &quot;Le Vivier&quot; 2014,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Fleurie,,,,,,,,,,,,
Brouilly AOP rouge le Repos des Graces,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,,,,,,,,,,,,
Vin pack,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Esprit 2011,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Côtes de Gascogne,,,,,,,,,,,
Jurançon A.O.C. 2016,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Jurançon sec,,,,,,,,,,,
Vin Rouge,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Chateau des gravieres,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Spiruline,2,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Compléments alimentaires,Spiruline,Côtes de Gascogne,,,,,,,,,
Château La Verriere,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
St Chinian En Silence 13°,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Saint-Chinian,,,,,,,,,,,
Combel aux Marrons d'Ardèche,44,['en:france'],Boissons,Boissons alcoolisées,Bières,Vins,Vins français,Produits artisanaux,Alcools artisanaux,Bières artisanales,Ardèche,,,,,,,,
Côtés du Roussillon villages,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Roussillon,Côtes du Roussillon Villages,,,,,,,,,,,
Vin,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Vin rouge AOC Côtes du Rhône Le Bois des Grives,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,,,,,,,,,,,,
Saumur demi-sec AOP,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,,,,,,,,,,,,
"Gros Plant du Pays Nantais AOC (10,5 %)",44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Vins blancs secs,Gros plant du Pays nantais,Val de Loire,,,,,,,,,
Bordeaux supérieur Château Moulin du Barrail,35,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Vin blanc AOP Jurançon doux Roc de Breyssac,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,,,,,,,,,,,,
Vin blanc,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
vin blanc andré goichot,,['en:france'],Boissons,Boissons alcoolisées,Vins,Produits artisanaux,Alcools artisanaux,,,,,,,,,,,,
Mes lies melon,28,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,Vins blancs secs,Vin blanc sec à 11°,,,,,,,,,,,
Vin rouge 2014,34,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Bordeaux,,,,,,,,,,,
Vin rouge,22,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Mâcon Village 2010,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins blancs,Vins du Mâconnais,Mâcon Villages,Mâcon blanc,,,,,,,,
Cinsault et Grenache Pays d'Oc 2011 IGP Bio L'Héritage de Carillan,61,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Pays d'Oc,Vin-rose-bio,,,,,,,,,,
Champagne,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,,,,,,,,,,
Vin rouge,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Le petit beret,81,['en:france'],Aliments et boissons à base de végétaux,Boissons,Boissons alcoolisées,Vins,Boissons à base de végétaux,Boissons aux fruits,Boissons sans alcool,Vins sans alcool,,,,,,,,,
Light Live Cabernet Sauvignon,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Bio Cuvee Le Soleiller Rose,62,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Vins biologiques,,,,,,,,,,,
Vin Côte du Rhône,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,,,,,,,,,,,,
,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Vin blanc,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Morgon,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Morgon,,,,,,,,,,,
Roussillon - Le Loup Du Pic 2010 - Chateau Puech Haut,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Coteaux du Languedoc,Coteaux du Languedoc Pic-Saint-Loup,,,,,,,,,,,
Merlot pays d'Oc,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Pays d'Oc,,,,,,,,,,,,
Vin,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Bo'vin de Bazas,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Vin Marselan,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Vin rouge,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
FITOU ORIGINES 2013 DOMAINE BERTRAND BERGE,31,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Fitou,,,,,,,,,,,
Rosé d'Anjou A.O.C. - Bag-in-Box ®,39,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Rosé d'Anjou,,,,,,,,,,,
pinot gris,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,,,,,,,,,,,,,
Vin rose costière de Nîmes 13%,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Costières de Nîmes,,,,,,,,,,,,
