Name,EcoScore,Category_1,Category_2,Category_3,Category_4,Category_5
Lichette ,35.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Pommery Brut Royal,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
françois franceschi vin rosé corse,38.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Ile de Beauté Rosé,34.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Vin rose syrah,,Boissons,Boissons alcoolisées,Vins,,
Cahors,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Cahors
Naturae,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Sable de Camargue bio I.G.P.,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Sable de Camargue
Sylvaner 2015,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Buzet - La Cave D'augustin Florent - One,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Buzet
Vin de France rouge 2016,,Boissons,Boissons alcoolisées,Vins,,
Monbazillac 2005,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Monbazillac
Beaumanoir rouge,25.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Vin rouge AOP Languedoc Les Pluviers,22.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Cabernet D'Anjou,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Cabernet d'Anjou
Nos racines cotes de bourg,46.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Château Le Grand Moulin,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Rosé pamplemousse 8 % vol. - Bag-in-Box ®,29.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Monopole Heidsieck & Co Gold Top 2007,36.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Cabernet d'anjou,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Cabernet d'Anjou
Rosé côte de provence,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Provence
Vin blanc,23.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Côtes du Rhône,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
"Vin blanc Le Royal, Ile de Ré",37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Vin rosé IGP Pays d'Oc Gris Les Pluviers,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Pays d'Oc
Vin rouge IGP Pays d'Oc Merlot grande réserve Saveurs,31.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin blanc AOP Monbazillac moelleux Les MEDIEVALES,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Vin rosé AOP Cabernet d'Anjou Les Hauts Buis,39.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Vin blanc AOP Côtes de Bergerac moelleux Fonsecoste,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
champagne,36.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Pont d'arc,,Boissons,Boissons alcoolisées,Vins,,
Crémant de Bourgogne grande cuvée blanc brut,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Vin cote du rhone,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Champagne Vranken Premier cru,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Honoré de Berticot,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
vin rosé,38.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,Vins rosés
Côte du Rhône,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
75CL Champagne Brut Jacquart,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Léo de la caffeliere,31.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin rouge AOP Bordeaux La grande Lice,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Petit Chablis,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Côtes De Provence Sainte Victoire - 2014,33.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Provence
Sable de Camargue,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Crémant D'alsace,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Crémant d'Alsace
Terres d'exception,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Vin rouge,22.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Champagne,23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Vin rosé IGP Méditerranée,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Apéritif Rivesaltes 16° Vabe 1L,48.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux
"Cremant d'Alsace brut, cuvee St Sebastien Hauller,",35.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Vin rouge Côtes du Rhône,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Haut-Médoc Aoc Rouge,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Carrelet d'Estuaire,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Cabernet Sauvignon Pays d'Oc Rouge,35.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin rouge AOC Chinon Les hauts buis,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
75CL Cabernet Anjou Rose,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Cabernet d'Anjou
Domaine du Grand clos,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
cote de gascogne,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Gascogne
Champagne Deutz Brut Classic,28.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
La Caraf,,Boissons,Boissons alcoolisées,Vins,,
Jurancon - Cuvée du Baptême - 2018,35.0,Boissons,Boissons alcoolisées,Vins,Vins français,Jurançon
Bergerac - 2018,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bergerac
IGP Gard rosé,25.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Spumante Prosecco D.O.C. Extra dry,,Boissons,Boissons alcoolisées,Vins,Vins italiens,Prosecco
Vin Cinsault-Syrah Pays d'Oc IGP Les Ormes de Cambras,46.0,Boissons,Boissons alcoolisées,Vins,Vins français,Pays d'Oc
Champagne Orgueil de France,45.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Vin rouge,,Boissons,Boissons alcoolisées,Vins,,
Vin d'Espagne rose,25.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Rose pamplemousse,53.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
"Boisson à base de vin rosé cerise FRUITS & WINE, 7°, bouteille de 75cl",,Boissons,Boissons alcoolisées,Vins,,
1L Muscat Frontignan Premier,48.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux
Côtes du Rhône - 2017,59.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Prosecco extra dry,,Boissons,Boissons alcoolisées,Vins,Vins italiens,Prosecco
Sekt Piccolo,23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Cuvée de l’Hermitage,36.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,Vins blancs secs
Vin,44.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Rouge,31.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Dégustez Leucate,23.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
"St-Emilion AOC rouge, Artus des Moines",37.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Vin rouge AOP Bergerac Fonsecoste,31.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
La ballerine / Rose d'un Soir,,Boissons,Boissons alcoolisées,Vins,,
Bandol rosé,46.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Prestige,38.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
"Crémant d,alsace",32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Crémant d'Alsace
Ventoux rouge A.O.C. 2017,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Ventoux
Côtes du Rhône,42.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Vin rouge Ventoux,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Ventoux
Very Pech',60.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,Vins blancs secs
Tempranillo 2017,,Boissons,Boissons alcoolisées,Vins,,
Vino tinto rioja Crianza,22.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Rioja,,Boissons,Boissons alcoolisées,Vins,,
Vin,54.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Château Milan la barbe,31.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Clairette de die,64.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Rien de rien,,Boissons,Boissons alcoolisées,Vins,,
Pineau des Charentes rouge,32.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins français
Saint-Emilion AOC rouge Artus des Moines,36.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin Sainte-Croix-Du-Mont AOC,44.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Vin,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
"&quot;1,5L Vin Rose Rosefeuille 11 &deg;&quot;",,Boissons,Boissons alcoolisées,Vins,,
Bourgogne 2016,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Normandie limonade,,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Vins pétillant
Côtes du Rhône vieilles vignes,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Söhnlein Brillant Rosé,,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Sekt
Vin de bourgogne,,Boissons,Boissons alcoolisées,Vins,,
Touraine Sauvignon Blanc AOP,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Touraine
Bdx AOC rouge La Pierre/Peyssard,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Porto Ruby,44.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux
Muscat de Rivesaltes,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Saumur CHAMPIGNY ,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Saumur-Champigny
MONTLOUIS,,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Vins pétillant
Merlot vin rouge biologique,,Boissons,Boissons alcoolisées,Vins,,
Champagne Gauthier,23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Demoiselles  coiffées  vin,23.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Fitou,39.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin rouge,48.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Côtes de thau,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Thau
Pétillant Pomme Poire,52.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Pétillant de fruits
,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Riesling,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Domaine Chante Alouette Cormeil,31.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Abadia retuerta,,Boissons,Boissons alcoolisées,Vins,Vins espagnols,es:Abadía Retuerta
Chateau Gueyrosse,31.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Rosé 2021,34.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
"Champagne, grande cuvée",23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Bi metifiot,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Rasteau,48.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux
Valpolicella Doc Villa Mura,,Boissons,Boissons alcoolisées,Vins,,
Vin Saint-Pourçain,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Champagne veuve ėmille,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Pécharmant,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Coteaux d'ancenis,42.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Vins,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Corbières
Vin rouge AOP Côtes du Rhone Le Bois des Grives,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Sauvignon desalcolisé,,Boissons,Boissons alcoolisées,Vins,,
Cremant de bourgogne Charles de fère Grande cuvée brut,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Saumur Champigny,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Saumur-Champigny
vin rouge Koitoubiia,22.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,Vin rouge à 13°
DOMAINE LES PINS les Rochettes,46.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Seigneur de Gaillac 2022,25.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
,37.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Cuvée Charlemagne Merlot,,Boissons,Boissons alcoolisées,Vins,,
Château laur malbec,,Boissons,Boissons alcoolisées,Vins,,
Saint-Joseph 2021,31.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin blanc doux,36.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,Vin blanc à 11°
Rosé d’Anjou AOC,38.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
vin rouge cotes du rhone,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Cotes du rhone villages bio,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Bernard Remy Brut Champagne 750 ML,23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Chateau galan,,Boissons,Boissons alcoolisées,Vins,,
Lindemans Shiraz,,Boissons,Boissons alcoolisées,Vins,,
Pineau des Charentes Excellence Rouge,32.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins français
Rosé,28.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,Vin rose espagnol
Vin les vignes de malle,,Boissons,Boissons alcoolisées,Vins,,
Corbarol,,Boissons,Boissons alcoolisées,Vins,,
Vin château lieujean,,Boissons,Boissons alcoolisées,Vins,,
Saint emilion,31.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Domaine Petroni,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
BDX Rose Baron De Lestac 10 75CL,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Vasco s porto rouge 19.5d 75cl,,Boissons,Boissons alcoolisées,Vins,Vins de cuisine,
Vasco s porto blanc 19.5d 75cl,,Boissons,Boissons alcoolisées,Vins,Vins de cuisine,
Champagne cuvee nicolas,,Boissons,Boissons alcoolisées,Vins,Vins effervescents,
Blanc sec,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Gascogne
Vin,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Thongue
Clairette de Die,35.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Rotwein,22.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Bergerac rosé,34.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Rosé,25.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Vin,,Boissons,Boissons alcoolisées,Vins,Sylvaner,
mille et une fleurs,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Vin château rampeau,,Boissons,Boissons alcoolisées,Vins,,
12 meses en barrica 2011,22.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Vin rosé AOC Bergerac Fonsecoste,42.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bergerac
Vin vieilles vignes gewurztraminer,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Château malausanne,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Les Nouguets,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Sangria rosé,19.0,Boissons,Boissons alcoolisées,Vins,Boissons alcoolisées pré-mélangées,Boissons alcoolisées à base de vin
Le Bourru,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Bleu Blanc Thau  côte de thau Florès,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Walfberger vin,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Vin italien,,Boissons,Boissons alcoolisées,Vins,,
Bourgogne Hautes-Côtes De Nuits,52.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
,34.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Château la tuilerie,,Boissons,Boissons alcoolisées,Vins,,
chateau montfollet,,Boissons,Boissons alcoolisées,Vins,,
Côtés du rhone,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Rouge,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Côté  du Rhône,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
LE NAT’rouge,56.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,Vin rouge sans sulfites
Blanc de blancs,,Boissons,Boissons alcoolisées,Vins,,
crémant d’Alsace,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Crémant d'Alsace
Vieux Carion Chardonnay,42.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Bio Domaine Bassac Je T'aime,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Thongue
ERREUR_IMAGES,38.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Le Spritz BIO By,60.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Champagne Lanson Black label brut,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
,,Boissons,Boissons alcoolisées,Vins,Vins effervescents,
,32.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins français
Instant rosé,25.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Vin biologique,50.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Chateau Rampeau,,Boissons,Boissons alcoolisées,Vins,,
Cabernet d’Anjou,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Cabernet d'Anjou
Rosé d'Anjou,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Rosé d'Anjou
Vin rosé,25.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Vin Blanc,23.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Lidl côté de gascogne,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Vin pétillant au lychee,,Boissons,Boissons alcoolisées,Vins,,
Castel de Paolis,25.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Rosé d'Anjou,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Rosé d'Anjou
Braceret-roy,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Vin rouge la cuvée des vendangeurs,22.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Vino blanco solo grados de alcohol cataluña,23.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Muscat de Rivesaltes Pierre Chanau,48.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux
Pineau des Charentes blanc 17% - Appellation Pineau des Charentes Contrôlée,32.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins français
Pineau des charentes blanc Excellence,44.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins français
Vin Saint-Amour,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Saint-Amour
Champagne cuvee variation,,Boissons,Boissons alcoolisées,Vins,Vins effervescents,
Apéritif au quinquina Duhomard Rouge,45.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Le Limé BIO By,60.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Apéritif aromatisé Duhomard Cerise,45.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Apéritif au quinquina Duhomard Blanc,45.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Château le grand verdus,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Champagne Jacques Chaput -  Brut Tradition,33.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Rosé Bandol,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bandol
Château Taillefer POMEROL,31.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin d'Ariège IGP Rosé,39.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
menopolleb minceur,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Porto AGUILA Tawny,26.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux
vins AOC Clairette de Die Tradition,50.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
,34.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Île de beauté,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Île de Beauté
cuvée sainte Alice,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Languedoc,34.0,Boissons,Boissons alcoolisées,Vins,Vins français,Languedoc
Virgin pinot,,Boissons,Boissons alcoolisées,Vins,,
Le Mas Saint Martin,31.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Vin rosé,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Provence
Cambon la pelouse,,Boissons,Boissons alcoolisées,Vins,,
Champagne cuvee imagine,,Boissons,Boissons alcoolisées,Vins,Vins effervescents,
La petite fessardiere,52.0,Boissons,Boissons alcoolisées,Vins,Vins français,Muscadet-Sèvre et Maine
