Name,EcoScore,Category_1,Category_2,Category_3,Category_4,Category_5
Vin rouge malbec,22.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Vin rouge AOP Côtes du Rhône villages plan de dieu,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Maçon villages,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Beaujolais nouveau,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Beaujolais
Domaine du Loou coteaux varois en Provence,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Coteaux Varois en Provence
Duchessa Lia Moscato D'asti 750ML,,Boissons,Boissons alcoolisées,Vins,,
la roveria méditerranée  vin biologique,53.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Comté Tolosan,42.0,Boissons,Boissons alcoolisées,Vins,Vins français,Comté Tolosan
Domaine de Haut saint Georges Corbières,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Corbières
Beaujolais,55.0,Boissons,Boissons alcoolisées,Vins,Vins français,Muscadet-Sèvre et Maine
Domaine St Michel - Suze La Rousse,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Vin cote du rhone,42.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Cahors 2013,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
le Petit Clos muscadet,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Vin rouge 10litres Serre des grives,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Saumur Champigny 2015 (12.5%),60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Saumur-Champigny
Rouge Carmin 2017,59.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Monbazillac,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Vin rouge AOC Bordeaux fût de chêne La Pierre de Peyssard,36.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Les Libellules du Lac,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Riesling,23.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Santenay Vieilles Vignes,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Chateau Haura graves,36.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Corbières,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Corbières
vin les deux chapelles  chante côte,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Grenache - Sinsault 2019,62.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
côtes du Rhône domaine des mille galets,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Côtes du Rhône Valréas domaine de la Font de l’Orme,46.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Sainte Avoye,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Klevener De Heiligenstein,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin d'Alsace
Champagne Luc Belaire,23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Pollinat,58.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Moulin à Vent 2015,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Mâcon 2020,34.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
GERARD BERTRAND,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Pays d'Oc
vin de pays charentais,,Boissons,Boissons alcoolisées,Vins,,
Quincy,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Côtes de Bergerac,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Cochon,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
sélection des Stéph 2018,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vacqueyras
"Pineau des Charentes, Jules Gautret",37.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins français
vin bourgueil,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgueil
Cote du rhone x6bout,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Riesling
Domaine de l'Eglantine Morgon,59.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Château Lataste,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Bordeaux superieur,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Vin d alsace,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin d'Alsace
Pouilly-fuissé,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Gewurztraminer 2018 Vendanges Tardives,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin d'Alsace
Gewurztraminer,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin d'Alsace
Château Saint-Martin,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Roussillon
Vin hommage de Bonpas,,Boissons,Boissons alcoolisées,Vins,,
Bordeaux 2014,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Pauillac 1995 Cru Bourgeois,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Sylvaner 1996,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Rosé vin de France,25.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Cellier de Bordes 2009,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
vin Bordeaux,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Gigondas 2012,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Listel cépage,,Boissons,Boissons alcoolisées,Vins,,
2002,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Comtes de champagne Blanc de Blancs 2002,40.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Vin rouge cabernet sauvignon du Chili,,Boissons,Boissons alcoolisées,Vins,,
Nos Racines famille Raymond vin rosé,40.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Gewurztraminer 2014,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin d'Alsace
Pic saint loup,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Coteaux du Languedoc
Vinho verde,,Boissons,Boissons alcoolisées,Vins,,
Pont du Rhone,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
"Ruinart Blanc De Blancs 37,5 CL, Frankrig",32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Madeira Wine dop Vinho da Madeira,,Boissons,Boissons alcoolisées,Vins,Vins portugais,
Merlot cabernet sauvignon,,Boissons,Boissons alcoolisées,Vins,,
Chardonnay,23.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Jehan de Bixe,,Boissons,Boissons alcoolisées,Vins,Vin de la Communauté européenne,
Gevrey chambertin,31.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
domaine de petit coteau,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vouvray
Côte-de-Brouilly,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Magali Mathray 2016,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
côté de Brouilly 2012,36.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Seguret,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Côte du Rhône Village 2011,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Les Gabriaux,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Château La Fleur Chaigneau Lalande-de-Pomerol 2004,36.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin rouge Landais,22.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Vin Rouge,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
muscat,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin d'Alsace
7%carod,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
château Haut Peyrous,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Domaine du Bourdier Bordeaux,59.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
château SAINT BONNET,36.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Rosé,36.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Bordeaux,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Vin Esprit,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Sauvignon 2016,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
le vin par nature,,Boissons,Boissons alcoolisées,Vins,,
Les Volcans,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Écho Indigo 2016,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Gascogne
Crémant d'Alsace,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Crémant d'Alsace
Côtes d'Auvergne,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Faugères Domaine des Emprades 2017,,Boissons,Boissons alcoolisées,Vins,,
Richebaron Sélection,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Baron de Seillac,,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Vins mousseux
Terres Dorées Chardonnay Classic Beaujolais,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Vin Bergerac les hauts du moulin,45.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Gard Tentation - Domaine le Vieux Lavoir,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Puligny-Montrachet Les Nosroyes 2015,59.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Vin Bordeaux Rouge Bio Cabernet Sauvignon - 3 L,50.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Au Pied des Tours... - Chignin Bergeron,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Graves Cuvée Prestige,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin Paillé 2013,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Corrèze
Fixin Le Messal,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Château Marjosse,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Château Puybarbe - Cuvée Le Maine,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Château Roc Pellegrine,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin bio,,Boissons,Boissons alcoolisées,Vins,,
Morey-Saint-Denis Vieilles Vignes,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Séguret cuvée 2012 (14.5%),59.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Brouilly Cuvée Olympias,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Domaine Talès AOC Ventoux,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Le Chant des Sources,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
chateau saint lo 2013,31.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Laudun 2016,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Clos de la Roue,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Coteaux Bourguignons,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin biologique,,Boissons,Boissons alcoolisées,Vins,,
Juliénas,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Bourgogne Grand Ordinaire,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
La Bastide des Roseaux,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Condrieu,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Blason d'Or,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Costières de Nîmes
Terre d'Aumes,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Bourgueil 2012,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgueil
Julienas,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Juliénas
Château Tartifume Vin rouge,,Boissons,Boissons alcoolisées,Vins,,
Cuvée des Canuts,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin bio château Brussac la Tuilerie Bordeaux,,Boissons,Boissons alcoolisées,Vins,,
Nos Racines,59.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Languedoc,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Languedoc
Brouilly 2016,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Bordeux Recolte 2016,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Saint Aubin 1er cru Les Castets,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Gewurztraminer réservé 2011,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin d'Alsace
,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bouches-du-Rhône
Gewurztraminer 2011,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin d'Alsace
Vino spumante,,Boissons,Boissons alcoolisées,Vins,,
Calendas Garnacha Tempranillo 2014,38.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Cotes de thongue merlot,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Gris Blanc,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Prestige de Domaine Guilhem 2018,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Premières côtes de Bordeaux,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
L'Epicurien Graves Merlot - Cabernet  2016,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Rouge Fruité Pays d'oc,36.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Cairanne
Irouléguy 2013,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Irouléguy
Volnay 2014,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
2022,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Beaujolais
Coteaux d'Aix en Provence 2016 Rosé,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Privilège Côtes d'Auvergne 2015,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes d'Auvergne
Bordeaux Rouge 2016,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin bordeaux superieur,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Médoc 2012 Cru Bourgeois,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Syrah 2014,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Vin de Pays Portes de Méditerranée,38.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Vin bordeau,,Boissons,Boissons alcoolisées,Vins,,
Hautes Gravières Graves 2014,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Muscadet,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Les Cinq Pattes 2013,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Cotes du rhone font sante,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Domaine de Villemajou - Corbières Boutenac,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Corbières
La Chaloupe,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Gros plant du Pays nantais
Vin rose,53.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Château Vermont 2012 ,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Terra Di Léa Vin Rosé,,Boissons,Boissons alcoolisées,Vins,,
Côte du Rhône,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Tautavel 2013,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Roussillon
Bourgogne Hautes Côtes de Nuits 2012,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Grand père Jules,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Muscat,48.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux
Montagne-Saint-Emilion 2008,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Saint Pourçain blanc,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Saint-Pourçain
chateau lamarche canon,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Isa Rouge 2010,59.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Gewurztraminer vendanges tardives,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin d'Alsace
Epicerie / Boissons Et Vins / Vins Bio,,Boissons,Boissons alcoolisées,Vins,,
Hypocras framboise,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins aromatisés
Côtes de Provence,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Provence
Bougogne aligoté,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Clairette de Die,50.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Vin lalande de pommerol,,Boissons,Boissons alcoolisées,Vins,,
Pavillon La Tourelle 2011,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Vin la rose bourdieu,,Boissons,Boissons alcoolisées,Vins,,
Valréas Cuvée Prestige,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
CHT VERDIGNAN VIN,,Boissons,Boissons alcoolisées,Vins,,
Bordeaux Greenwich Vendanges 2012,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Vin bourgogne gamay,,Boissons,Boissons alcoolisées,Vins,,
le vin Saint-Joseph ,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Saint-Joseph
Vin rouge Merlot,27.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Vin rosé,,Boissons,Boissons alcoolisées,Vins,,
Château Noble Meynard,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
"Côtes du Rhône, les cailloux roulés",45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Vin de savoie,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin de Savoie
Merlot vin rouge biologique,37.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Moulin de Taffard - Medoc - 2010,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
saint félix de castelmaure,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Rosé (VIN DE SAVOIE),,Boissons,Boissons alcoolisées,Vins,,
Vintage blanc 2010,48.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux
Pomerol 2011,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Rosé de Loire,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Rosé de Loire Val de Loire
Ventoux 2014,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Gigondas 2014,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Chateauneuf du Pape 2014,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Muscat de Beaumes de Venise,48.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux
zweigelt,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Coteaux d'Aix-en-Provence 2013,62.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Hooo...! C Bio !,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Château Saint-Corbian - Saint-Estèphe 2012,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
CHABLIS PREMIER CRU 2016,,Boissons,Boissons alcoolisées,Vins,,
Château de Lalande de Taleyran,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Haut-Médoc 2012,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Domaine de la quiétude 2017,,Boissons,Boissons alcoolisées,Vins,,
Vin rouge Château d'Arche - Haut-Médoc - 2002,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Languedoc 2013,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Beaujolais nouveau 2015,59.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Languedoc 2013,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
pineau des charents,,Boissons,Boissons alcoolisées,Vins,Vins liquoreux,
Vin de Bordeaux 2012,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Sauvignon 2014,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
L'esprit del Roc 2008,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Ocellus 2014,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Beaujolais nouveau,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Mondeuse,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Lou Pas d'Estrech,59.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Beaujolais,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Légende des allées de Carnot,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Montepulciano d'Abruzzo,,Boissons,Boissons alcoolisées,Vins,Vins italiens,it:Montepulciano d'Abruzzo
Chaba wine 2016,,Boissons,Boissons alcoolisées,Vins,,
Chateau d’alix,,Boissons,Boissons alcoolisées,Vins,,
Vin rosé italien,,Boissons,Boissons alcoolisées,Vins,,
Rosé Bandol,34.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
San Felipe,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,Vins argentins
Quand le chat n'est pas là - Pinot Gris 2013,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Cuvée prestige 2017,,Boissons,Boissons alcoolisées,Vins,,
Saint-Joseph,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Château de Flaugergues 2008,,Boissons,Boissons alcoolisées,Vins,,
Château de Ribebon,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Pinot Noir,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Grand Ardèche chardonnay 2019,,Boissons,Boissons alcoolisées,Vins,,
Vinsobres,64.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Côte de Rouffach Riesling 2015,65.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Domaine de l'Aigle,63.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Domaine de Villemajou,65.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Château la Soujeole Cuvée Monseigneur,62.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Château la Sauvageonne La Villa,65.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Bordeau rose,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Domaine de l'Aigle,62.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Château la Sauvageonne Grand Vin,62.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Château L'Hospitalet Grand Vin,63.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Crémant d'alsace,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Crémant d'Alsace
Cigalus,62.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Château L'Hospitalet Grand Vin,62.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin Faugère,,Boissons,Boissons alcoolisées,Vins,,
CHATEAU LA TOUR BLANCHE,,Boissons,Boissons alcoolisées,Vins,,
douby domaine de la noir,,Boissons,Boissons alcoolisées,Vins,,
Champagne  PHILIZOT ET FILS,23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Champagne rosé sans alcool,,Boissons,Boissons alcoolisées,Vins,,
Le vin blanc de Mademoiselle Juliette,,Boissons,Boissons alcoolisées,Vins,,
Vin blanc viognier,,Boissons,Boissons alcoolisées,Vins,,
Vin Biologique,,Boissons,Boissons alcoolisées,Vins,,
Porto blanc,39.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux
Eyverine,,Boissons,Boissons alcoolisées,Vins,,
Vin de Bordeaux,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Vin zinfandel carnivor,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Vin chateau Laurensanne,,Boissons,Boissons alcoolisées,Vins,,
Chateau du Berneuilh,,Boissons,Boissons alcoolisées,Vins,,
Chapelle saint-loup,,Boissons,Boissons alcoolisées,Vins,,
Comté tolosan,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Comté Tolosan
bordeaux,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
VIN DE SAVOIE,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin de Savoie
Vin riesling,,Boissons,Boissons alcoolisées,Vins,,
Beaujolais villages nouveau 2022,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Beaujolais
Blanche d'Anjou au Royal Combier,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Anjou
Crémant de Bourgogne ,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Chanson Pere Et Fils Marsannay 2014 Price,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Carod clairette de Die,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Chateau Meyre,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Vin Maghreb Rose Sidi Brahim,38.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Marsannay,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Fleurie,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Fleurie
Clairette de Die,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Morgon 2015 Bouchard Père & Fils,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Morgon
VAVRIL MORGON,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Morgon
Vino,,Boissons,Boissons alcoolisées,Vins,,
Cremant de bourgogne grande cuvee brut,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
FITOU,36.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Rose bergerac,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Cinsault rosé,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Marsannay rosé 2018,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Morgon 2019,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Morgon
Vin rouge &quot;MORGON - CÔTE DU PUIT&quot;,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Morgon
